id,query,tokens_regular,tokens_lemmatized
"CG110_Recommendations: 1.3 Pregnant women who are recent migrants, asylum seekers or refugees, or who have difficulty reading or speaking English - Part 2 & Recommendations: 1.4 Young pregnant women aged under 20",What training should healthcare professionals receive to address the needs of young pregnant women under 20 from migrant or refugee backgrounds?,"['training', 'healthcare', 'professionals', 'receive', 'address', 'needs', 'young', 'pregnant', 'women', 'migrant', 'refugee', 'backgrounds']","['training', 'healthcare', 'professional', 'receive', 'address', 'need', 'young', 'pregnant', 'woman', 'migrant', 'refugee', 'background']"
CG110_Recommendations: 1.4 Young pregnant women aged under 20,What strategies can healthcare professionals use to improve antenatal care access for pregnant women under 20?,"['strategies', 'healthcare', 'professionals', 'use', 'improve', 'antenatal', 'care', 'access', 'pregnant', 'women']","['strategy', 'healthcare', 'professional', 'use', 'improve', 'antenatal', 'care', 'access', 'pregnant', 'woman']"
CG110_Recommendations: 1.5 Pregnant women who experience domestic abuse - Part 1,What are the recommended practices for supporting pregnant women experiencing domestic abuse during antenatal care?,"['recommended', 'practices', 'supporting', 'pregnant', 'women', 'experiencing', 'domestic', 'abuse', 'antenatal', 'care']","['recommended', 'practice', 'supporting', 'pregnant', 'woman', 'experiencing', 'domestic', 'abuse', 'antenatal', 'care']"
CG110_Recommendations: 1.5 Pregnant women who experience domestic abuse - Part 2 & Recommendations for research: 1 Training for healthcare staff,What training is recommended for healthcare staff to improve interactions with pregnant women facing complex social issues?,"['training', 'recommended', 'healthcare', 'staff', 'improve', 'interactions', 'pregnant', 'women', 'facing', 'complex', 'social', 'issues']","['training', 'recommended', 'healthcare', 'staff', 'improve', 'interaction', 'pregnant', 'woman', 'facing', 'complex', 'social', 'issue']"
CG110_Recommendations for research: 2 Effect of early booking on obstetric and neonatal outcomes,Does early antenatal booking by 10 or 12 weeks improve outcomes for pregnant women with complex social problems?,"['early', 'antenatal', 'booking', 'weeks', 'improve', 'outcomes', 'pregnant', 'women', 'complex', 'social', 'problems']","['early', 'antenatal', 'booking', 'week', 'improve', 'outcome', 'pregnant', 'woman', 'complex', 'social', 'problem']"
CG110_Recommendations for research: 3 How can different service models be assessed?,What data should be collected to assess the effectiveness of different models of maternity care?,"['data', 'collected', 'assess', 'effectiveness', 'different', 'models', 'maternity', 'care']","['data', 'collected', 'assess', 'effectiveness', 'different', 'model', 'maternity', 'care']"
CG110_Recommendations for research: 4 Models of service provision,What are the different models of service provision for socially complex pregnant women in the UK and how do their outcomes compare?,"['different', 'models', 'service', 'provision', 'socially', 'complex', 'pregnant', 'women', 'uk', 'outcomes', 'compare']","['different', 'model', 'service', 'provision', 'socially', 'complex', 'pregnant', 'woman', 'uk', 'outcome', 'compare']"
CG110_Recommendations for research: 5 Antenatal appointments for women who misuse substances,What strategies can improve antenatal appointment attendance among women who misuse substances?,"['strategies', 'improve', 'antenatal', 'appointment', 'attendance', 'among', 'women', 'misuse', 'substances']","['strategy', 'improve', 'antenatal', 'appointment', 'attendance', 'among', 'woman', 'misuse', 'substance']"
CG111_Bedwetting in under 19s & Overview & Introduction - Part 1,What are the recommended assessment and treatment options for bedwetting in children and young people under 19?,"['recommended', 'assessment', 'treatment', 'options', 'bedwetting', 'children', 'young', 'people']","['recommended', 'assessment', 'treatment', 'option', 'bedwetting', 'child', 'young', 'people']"
CG111_Introduction - Part 2,What are the recommended assessment and management strategies for bedwetting in children and young people up to 19 years?,"['recommended', 'assessment', 'management', 'strategies', 'bedwetting', 'children', 'young', 'people', 'years']","['recommended', 'assessment', 'management', 'strategy', 'bedwetting', 'child', 'young', 'people', 'year']"
CG111_Key priorities for implementation,What are the recommended management strategies for bedwetting in children and young people?,"['recommended', 'management', 'strategies', 'bedwetting', 'children', 'young', 'people']","['recommended', 'management', 'strategy', 'bedwetting', 'child', 'young', 'people']"
CG111_Recommendations: 1.1 Principles of care & Recommendations: 1.2 Information for the child or young person and family,What information should be provided to children and families about managing bedwetting?,"['information', 'provided', 'children', 'families', 'managing', 'bedwetting']","['information', 'provided', 'child', 'family', 'managing', 'bedwetting']"
CG111_Recommendations: 1.3 Assessment and investigation - Part 1,What are the recommended assessment and investigation procedures for children with bedwetting?,"['recommended', 'assessment', 'investigation', 'procedures', 'children', 'bedwetting']","['recommended', 'assessment', 'investigation', 'procedure', 'child', 'bedwetting']"
CG111_Recommendations: 1.3 Assessment and investigation - Part 2,What are the recommended assessments and investigations for bedwetting in children and young people?,"['recommended', 'assessments', 'investigations', 'bedwetting', 'children', 'young', 'people']","['recommended', 'assessment', 'investigation', 'bedwetting', 'child', 'young', 'people']"
CG111_Recommendations: 1.3 Assessment and investigation - Part 3,What are the recommended assessments and management strategies for secondary bedwetting in children and young people?,"['recommended', 'assessments', 'management', 'strategies', 'secondary', 'bedwetting', 'children', 'young', 'people']","['recommended', 'assessment', 'management', 'strategy', 'secondary', 'bedwetting', 'child', 'young', 'people']"
CG111_Recommendations: 1.4 Planning management,How should healthcare professionals plan and discuss treatment options for bedwetting with children and their families?,"['healthcare', 'professionals', 'plan', 'discuss', 'treatment', 'options', 'bedwetting', 'children', 'families']","['healthcare', 'professional', 'plan', 'discus', 'treatment', 'option', 'bedwetting', 'child', 'family']"
"CG111_Recommendations: 1.5 Advice on fluid intake, diet and toileting patterns",What are the recommended fluid intake and toileting practices for children with bedwetting?,"['recommended', 'fluid', 'intake', 'toileting', 'practices', 'children', 'bedwetting']","['recommended', 'fluid', 'intake', 'toileting', 'practice', 'child', 'bedwetting']"
CG111_Recommendations: 1.6 Lifting and waking & Recommendations: 1.7 Reward systems,What are effective strategies for waking and reward systems in managing bedwetting in children and young people?,"['effective', 'strategies', 'waking', 'reward', 'systems', 'managing', 'bedwetting', 'children', 'young', 'people']","['effective', 'strategy', 'waking', 'reward', 'system', 'managing', 'bedwetting', 'child', 'young', 'people']"
CG111_Recommendations: 1.8 Initial treatment: alarms - Part 1,What are the recommended initial treatments for bedwetting in children and young people?,"['recommended', 'initial', 'treatments', 'bedwetting', 'children', 'young', 'people']","['recommended', 'initial', 'treatment', 'bedwetting', 'child', 'young', 'people']"
CG111_Recommendations: 1.8 Initial treatment: alarms - Part 2,What are the key considerations for using alarms to treat bedwetting in children and young people?,"['key', 'considerations', 'using', 'alarms', 'treat', 'bedwetting', 'children', 'young', 'people']","['key', 'consideration', 'using', 'alarm', 'treat', 'bedwetting', 'child', 'young', 'people']"
CG111_Recommendations: 1.9 Lack of response to alarm treatment & Recommendations: 1.10 Initial treatment: desmopressin - Part 1,What are the recommended treatment options for children with bedwetting who do not respond to alarm therapy?,"['recommended', 'treatment', 'options', 'children', 'bedwetting', 'respond', 'alarm', 'therapy']","['recommended', 'treatment', 'option', 'child', 'bedwetting', 'respond', 'alarm', 'therapy']"
CG111_Recommendations: 1.10 Initial treatment: desmopressin - Part 2,What are the guidelines for using desmopressin to treat bedwetting in children with behavioural or developmental difficulties?,"['guidelines', 'using', 'desmopressin', 'treat', 'bedwetting', 'children', 'behavioural', 'developmental', 'difficulties']","['guideline', 'using', 'desmopressin', 'treat', 'bedwetting', 'child', 'behavioural', 'developmental', 'difficulty']"
CG111_Recommendations: 1.11 Children and young people experiencing recurrence of bedwetting & Recommendations: 1.12 Lack of response to initial treatment options,What are the recommended management options for children and young people with recurrent bedwetting after initial treatment?,"['recommended', 'management', 'options', 'children', 'young', 'people', 'recurrent', 'bedwetting', 'initial', 'treatment']","['recommended', 'management', 'option', 'child', 'young', 'people', 'recurrent', 'bedwetting', 'initial', 'treatment']"
CG111_Recommendations: 1.13 Anticholinergics,What are the recommended approaches for using anticholinergics in managing bedwetting in children and young people?,"['recommended', 'approaches', 'using', 'anticholinergics', 'managing', 'bedwetting', 'children', 'young', 'people']","['recommended', 'approach', 'using', 'anticholinergic', 'managing', 'bedwetting', 'child', 'young', 'people']"
CG111_Recommendations: 1.14 Tricyclics & Recommendations: 1.15 Training programmes for the management of bedwetting,What are the recommended treatments for bedwetting in children and young people according to NICE guidelines?,"['recommended', 'treatments', 'bedwetting', 'children', 'young', 'people', 'according', 'nice', 'guidelines']","['recommended', 'treatment', 'bedwetting', 'child', 'young', 'people', 'according', 'nice', 'guideline']"
CG111_Recommendations: 1.16 Children under 5 years with bedwetting,What are the recommended management strategies for bedwetting in children under 5 years old?,"['recommended', 'management', 'strategies', 'bedwetting', 'children', 'years', 'old']","['recommended', 'management', 'strategy', 'bedwetting', 'child', 'year', 'old']"
CG111_Recommendations: Terms used in this guideline,What is the definition of bedwetting according to NICE guidelines?,"['definition', 'bedwetting', 'according', 'nice', 'guidelines']","['definition', 'bedwetting', 'according', 'nice', 'guideline']"
CG111_Research recommendations: 1 Multicomponent treatments,What are the most effective and cost-effective components of multicomponent treatments for bedwetting in children and young people under 19?,"['effective', 'costeffective', 'components', 'multicomponent', 'treatments', 'bedwetting', 'children', 'young', 'people']","['effective', 'costeffective', 'component', 'multicomponent', 'treatment', 'bedwetting', 'child', 'young', 'people']"
CG111_Research recommendations: 2 Standard interventions & Research recommendations: 3 Psychological functioning and quality of life,What is the clinical and cost effectiveness of standard interventions like alarm and desmopressin for treating bedwetting in children and young people?,"['clinical', 'cost', 'effectiveness', 'standard', 'interventions', 'like', 'alarm', 'desmopressin', 'treating', 'bedwetting', 'children', 'young', 'people']","['clinical', 'cost', 'effectiveness', 'standard', 'intervention', 'like', 'alarm', 'desmopressin', 'treating', 'bedwetting', 'child', 'young', 'people']"
