id,source,query
CG120_Coexisting severe mental illness (psychosis) and substance misuse: assessment and management in healthcare settings & Overview,CG120,What are the recommended approaches for assessing and managing coexisting severe mental illness and substance misuse in adults?
CG120_Recommendations: 1.1 Principles of care - Part 1,CG120,What are the recommended approaches for communicating with adults and young people with psychosis and coexisting substance misuse?
CG120_Recommendations: 1.1 Principles of care - Part 2,CG120,What interventions are recommended for supporting families and carers of adults with psychosis and substance misuse?
CG120_Recommendations: 1.1 Principles of care - Part 3,CG120,What are the recommended safeguarding procedures for adults with psychosis and substance misuse?
CG120_Recommendations: 1.2 Recognition of psychosis with coexisting substance misuse,CG120,How should healthcare professionals assess for psychosis in patients with substance misuse?
CG120_Recommendations: 1.3 Primary care,CG120,How should primary care providers manage referrals and physical health monitoring for patients with psychosis and substance misuse?
CG120_Recommendations: 1.4 Secondary care mental health services - Part 1,CG120,What are the recommended approaches for managing psychosis with coexisting substance misuse in secondary mental health care?
CG120_Recommendations: 1.4 Secondary care mental health services - Part 2,CG120,What are the recommended approaches for assessing and managing substance misuse in adults and young people with psychosis?
CG120_Recommendations: 1.4 Secondary care mental health services - Part 3,CG120,What are the recommended approaches for assessing and managing substance misuse in adults and young people with psychosis?
CG120_Recommendations: 1.4 Secondary care mental health services - Part 4,CG120,How should treatment plans be tailored for patients with psychosis and substance misuse?
CG120_Recommendations: 1.5 Substance misuse services,CG120,What are the recommended practices for assessing and managing coexisting psychosis and substance misuse?
CG120_Recommendations: 1.6 Inpatient mental health services,CG120,What are the NICE recommendations for managing substance misuse in inpatient mental health services?
CG120_Recommendations: 1.7 Staffed accommodation,CG120,What are the recommendations for providing staffed accommodation to people with psychosis and coexisting substance misuse?
CG120_Recommendations: 1.8 Specific issues for young people with psychosis and coexisting substance misuse,CG120,What are the recommended management strategies for young people with psychosis and substance misuse?
"CG120_Recommendations: Terms used in this guideline & Recommendations for research: 1 Determining prevalence, risk and protective factors, and course of illness",CG120,"What are the prevalence, risk factors, and clinical outcomes of coexisting psychosis and substance misuse?"
CG120_Recommendations for research: 2 Predicting the onset of substance misuse in young people with psychosis,CG120,What are the risk factors for developing substance misuse in young people with psychosis?
CG120_Recommendations for research: 3 Psychosocial interventions versus standard care,CG120,Are psychosocial interventions effective and cost-effective for treating substance misuse in people with psychosis?
CG120_Recommendations for research: 4 Environmental interventions versus standard care,CG120,What is the clinical and cost effectiveness of environmental interventions compared to standard care for people with psychosis and substance misuse?
CG120_Recommendations for research: 5 Clozapine versus other pharmacological interventions,CG120,Is clozapine cost-effective and clinically effective compared to other antipsychotics for people with psychosis and substance misuse?
CG120_Context,CG120,What are the recommended approaches for managing coexisting substance misuse in adults with psychosis?
CG122_Ovarian cancer: recognition and initial management & Overview & Recommendations: 1.1 Detection in primary care - Part 1,CG122,What are the recommended initial signs and symptoms for ovarian cancer detection in primary care?
CG122_Recommendations: 1.1 Detection in primary care - Part 2,CG122,What are the recommended tests for ovarian cancer in women over 50 with recent symptoms suggestive of IBS?
CG122_Recommendations: 1.2 Establishing the diagnosis in secondary care - Part 1,CG122,What are the recommended tumor markers and imaging procedures for diagnosing suspected ovarian cancer in secondary care?
CG122_Recommendations: 1.2 Establishing the diagnosis in secondary care - Part 2,CG122,What are the recommended imaging and tissue diagnosis procedures for suspected ovarian cancer?
CG122_Recommendations: 1.3 Information and support for women with newly diagnosed ovarian cancer,CG122,"What information should be provided to women with newly diagnosed ovarian cancer regarding treatment options, side effects, and psychosocial support?"
CG122_Recommendations: 1.4 Management of suspected early (stage 1) ovarian cancer,CG122,What is the recommended management of early stage ovarian cancer according to NICE guidelines?
CG122_Recommendations: 1.5 Management of advanced (stage 2 to 4) ovarian cancer - Part 1,CG122,What are the recommended first-line chemotherapy options for advanced ovarian cancer according to NICE guidelines?
CG122_Recommendations: 1.5 Management of advanced (stage 2 to 4) ovarian cancer - Part 2,CG122,What are the NICE recommendations for maintenance therapy with rucaparib and olaparib in advanced epithelial ovarian cancer?
CG122_Recommendations: 1.5 Management of advanced (stage 2 to 4) ovarian cancer - Part 3,CG122,What are the NICE recommendations for maintenance treatment options in advanced high-grade epithelial ovarian cancer?
